an indirect suggestion	not a breath of scandal ever touched her	2	breath	a mixture of gases (especially oxygen) required for breathing; the stuff that the wind consists of	i need some fresh air	4	air	0
the concentration of attention or energy on something	he had no direction in his life	3	direction	an attitude of mind especially one that favors one alternative over others	he had an inclination to give up too easily	3	inclination	0
the concentration of attention or energy on something	he had no direction in his life	3	direction	the activity of managing or exerting control over something	the control of the mob by the police was admirable	1	control	0
the concentration of attention or energy on something	he had no direction in his life	3	direction	any specific behavior	they avoided all recreational activity	4	activity	0
the concentration of attention or energy on something	he had no direction in his life	3	direction	a complex mental state involving beliefs and feelings and values and dispositions to act in certain ways	he had the attitude that work was fun	3	attitude	0
a general course along which something has a tendency to develop	they proposed a new direction for the firm	4	direction	the activity of managing or exerting control over something	the control of the mob by the police was admirable	1	control	0
a general course along which something has a tendency to develop	i couldn ' t follow the direction of his thoughts	6	direction	the activity of managing or exerting control over something	the control of the mob by the police was admirable	1	control	0
a general course along which something has a tendency to develop	his ideals determined the direction of his career	4	direction	the activity of managing or exerting control over something	the control of the mob by the police was admirable	1	control	0
a general course along which something has a tendency to develop	i couldn ' t follow the direction of his thoughts	6	direction	the faculty or power of mental concentration	keeping track of all the details requires your complete attention	9	attention	0
a general course along which something has a tendency to develop	they proposed a new direction for the firm	4	direction	the faculty or power of mental concentration	keeping track of all the details requires your complete attention	9	attention	0
a general course along which something has a tendency to develop	they proposed a new direction for the firm	4	direction	any specific behavior	they avoided all recreational activity	4	activity	0
a general course along which something has a tendency to develop	his ideals determined the direction of his career	4	direction	the faculty or power of mental concentration	keeping track of all the details requires your complete attention	9	attention	0
a general course along which something has a tendency to develop	his ideals determined the direction of his career	4	direction	any specific behavior	they avoided all recreational activity	4	activity	0
a general course along which something has a tendency to develop	i couldn ' t follow the direction of his thoughts	6	direction	any specific behavior	they avoided all recreational activity	4	activity	0
the act of setting and holding a course	a new council was installed under the direction of the king	7	direction	the faculty or power of mental concentration	keeping track of all the details requires your complete attention	9	attention	0
the act of setting and holding a course	a new council was installed under the direction of the king	7	direction	an attitude of mind especially one that favors one alternative over others	he had an inclination to give up too easily	3	inclination	0
the act of setting and holding a course	a new council was installed under the direction of the king	7	direction	a complex mental state involving beliefs and feelings and values and dispositions to act in certain ways	he had the attitude that work was fun	3	attitude	0
a desirable state	enjoy the blessings of peace	2	blessing	aiding the cause or policy or interests of	the president no longer has the support of his own party	6	support	0
a desirable state	enjoy the blessings of peace	2	blessing	the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose	rescue party went to their aid	5	aid	0
a desirable state	enjoy the blessings of peace	2	blessing	aiding the cause or policy or interests of	they developed a scheme of mutual support	6	support	0
the formal act of approving	he gave the project his blessing	5	blessing	your overall circumstances or condition in life (including everything that happens to you)	whatever my fortune may be	2	fortune	0
a system of words used to name things in a particular discipline	the language of sociology	1	language	(psychology) the performance of some composite cognitive activity; an operation that affects mental contents	the process of thinking	1	process	0
a system of words used to name things in a particular discipline	the language of sociology	1	language	the words of something written	there were more than a thousand words of text	8	text	0
a system of words used to name things in a particular discipline	the language of sociology	1	language	the words of something written	he wants to reconstruct the original text	6	text	0
a system of words used to name things in a particular discipline	the language of sociology	1	language	written works (especially in books or magazines)	he always took some reading matter with him on the plane	5	matter	0
a system of words used to name things in a particular discipline	the language of sociology	1	language	the words of something written	they handed out the printed text of the mayor ' s speech	5	text	0
the cognitive processes involved in producing and understanding linguistic communication	he didn ' t have the language to express his feelings	6	language	a unit of language that native speakers can identify	he hardly said ten words all morning	4	word	0
the cognitive processes involved in producing and understanding linguistic communication	he didn ' t have the language to express his feelings	6	language	the words of something written	there were more than a thousand words of text	8	text	0
the cognitive processes involved in producing and understanding linguistic communication	he didn ' t have the language to express his feelings	6	language	a unit of language that native speakers can identify	words are the blocks from which sentences are made	0	word	0
the cognitive processes involved in producing and understanding linguistic communication	he didn ' t have the language to express his feelings	6	language	the words of something written	he wants to reconstruct the original text	6	text	0
the cognitive processes involved in producing and understanding linguistic communication	he didn ' t have the language to express his feelings	6	language	written works (especially in books or magazines)	he always took some reading matter with him on the plane	5	matter	0
the cognitive processes involved in producing and understanding linguistic communication	he didn ' t have the language to express his feelings	6	language	the words of something written	they handed out the printed text of the mayor ' s speech	5	text	0
the text of a popular song or musical-comedy number	the song uses colloquial language	4	language	a unit of language that native speakers can identify	words are the blocks from which sentences are made	0	word	0
the text of a popular song or musical-comedy number	the song uses colloquial language	4	language	(psychology) the performance of some composite cognitive activity; an operation that affects mental contents	the process of thinking	1	process	0
the text of a popular song or musical-comedy number	the song uses colloquial language	4	language	a unit of language that native speakers can identify	he hardly said ten words all morning	4	word	0
the consequences of an event (especially a catastrophic event)	in the wake of the accident no one knew how many had been injured	2	wake	an established ceremony prescribed by a religion	the rite of baptism	1	rite	0
a vigil held over a corpse the night before burial	there ' s no weeping at an irish wake	8	wake	a phenomenon that follows and is caused by some previous phenomenon	his decision had depressing consequences for business	4	consequence	0
a person who is subjected to experimental or other observational procedures; someone who is an object of investigation	the cases that we studied were drawn from two different communities	1	case	the subject matter at issue	the question of disease merits serious discussion	1	question	0
a person who is subjected to experimental or other observational procedures; someone who is an object of investigation	the cases that we studied were drawn from two different communities	1	case	a fact or assertion offered as evidence that something is true	it was a strong argument that his hypothesis was true	4	argument	0
a person who is subjected to experimental or other observational procedures; someone who is an object of investigation	the cases that we studied were drawn from two different communities	1	case	a piece of information about circumstances that exist or events that have occurred	first you must collect all the facts of the case	6	fact	0
a person who is subjected to experimental or other observational procedures; someone who is an object of investigation	the cases that we studied were drawn from two different communities	1	case	a question raised for consideration or solution	our homework consisted of ten problems to solve	5	problem	0
a person who is subjected to experimental or other observational procedures; someone who is an object of investigation	the cases that we studied were drawn from two different communities	1	case	an indication that makes something evident	his trembling was evidence of his fear	3	evidence	0
a person who is subjected to experimental or other observational procedures; someone who is an object of investigation	the cases that we studied were drawn from two different communities	1	case	a state at a particular time	a condition ( or state ) of disrepair	1	condition	0
a special set of circumstances	it may rain in which case the picnic will be canceled	5	case	a fact or assertion offered as evidence that something is true	it was a strong argument that his hypothesis was true	4	argument	0
a special set of circumstances	it may rain in which case the picnic will be canceled	5	case	a question raised for consideration or solution	our homework consisted of ten problems to solve	5	problem	0
a special set of circumstances	it may rain in which case the picnic will be canceled	5	case	the subject matter at issue	the question of disease merits serious discussion	1	question	0
a special set of circumstances	it may rain in which case the picnic will be canceled	5	case	a human being	there was too much for one person to do	6	person	0
a special set of circumstances	it may rain in which case the picnic will be canceled	5	case	a piece of information about circumstances that exist or events that have occurred	first you must collect all the facts of the case	6	fact	0
a special set of circumstances	it may rain in which case the picnic will be canceled	5	case	an indication that makes something evident	his trembling was evidence of his fear	3	evidence	0
a statement of facts and reasons used to support an argument	he stated his case clearly	3	case	a question raised for consideration or solution	our homework consisted of ten problems to solve	5	problem	0
a statement of facts and reasons used to support an argument	he stated his case clearly	3	case	the subject matter at issue	the question of disease merits serious discussion	1	question	0
a statement of facts and reasons used to support an argument	he stated his case clearly	3	case	a piece of information about circumstances that exist or events that have occurred	first you must collect all the facts of the case	6	fact	0
a statement of facts and reasons used to support an argument	he stated his case clearly	3	case	a state at a particular time	a condition ( or state ) of disrepair	1	condition	0
a statement of facts and reasons used to support an argument	he stated his case clearly	3	case	a human being	there was too much for one person to do	6	person	0
a problem requiring investigation	perry mason solved the case of the missing heir	4	case	a state at a particular time	a condition ( or state ) of disrepair	1	condition	0
a problem requiring investigation	perry mason solved the case of the missing heir	4	case	a human being	there was too much for one person to do	6	person	0
a problem requiring investigation	perry mason solved the case of the missing heir	4	case	an indication that makes something evident	his trembling was evidence of his fear	3	evidence	0
a problem requiring investigation	perry mason solved the case of the missing heir	4	case	a fact or assertion offered as evidence that something is true	it was a strong argument that his hypothesis was true	4	argument	0
a problem requiring investigation	perry mason solved the case of the missing heir	4	case	a piece of information about circumstances that exist or events that have occurred	first you must collect all the facts of the case	6	fact	0
a person requiring professional services	a typical case was the suburban housewife described by a marriage counselor	2	case	a question raised for consideration or solution	our homework consisted of ten problems to solve	5	problem	0
a person requiring professional services	a typical case was the suburban housewife described by a marriage counselor	2	case	the subject matter at issue	the question of disease merits serious discussion	1	question	0
a person requiring professional services	a typical case was the suburban housewife described by a marriage counselor	2	case	a fact or assertion offered as evidence that something is true	it was a strong argument that his hypothesis was true	4	argument	0
a person requiring professional services	a typical case was the suburban housewife described by a marriage counselor	2	case	an indication that makes something evident	his trembling was evidence of his fear	3	evidence	0
a person requiring professional services	a typical case was the suburban housewife described by a marriage counselor	2	case	a state at a particular time	a condition ( or state ) of disrepair	1	condition	0
a person requiring professional services	a typical case was the suburban housewife described by a marriage counselor	2	case	a piece of information about circumstances that exist or events that have occurred	first you must collect all the facts of the case	6	fact	0
the actual state of things	that was not the case	4	case	a fact or assertion offered as evidence that something is true	it was a strong argument that his hypothesis was true	4	argument	0
the actual state of things	that was not the case	4	case	an indication that makes something evident	his trembling was evidence of his fear	3	evidence	0
the actual state of things	that was not the case	4	case	a state at a particular time	a condition ( or state ) of disrepair	1	condition	0
the actual state of things	that was not the case	4	case	the subject matter at issue	the question of disease merits serious discussion	1	question	0
the actual state of things	that was not the case	4	case	a human being	there was too much for one person to do	6	person	0
the actual state of things	that was not the case	4	case	a question raised for consideration or solution	our homework consisted of ten problems to solve	5	problem	0
a person of a specified kind (usually with many eccentricities)	a mental case	2	case	a piece of information about circumstances that exist or events that have occurred	first you must collect all the facts of the case	6	fact	0
a person of a specified kind (usually with many eccentricities)	a mental case	2	case	the subject matter at issue	the question of disease merits serious discussion	1	question	0
a person of a specified kind (usually with many eccentricities)	a mental case	2	case	a question raised for consideration or solution	our homework consisted of ten problems to solve	5	problem	0
a person of a specified kind (usually with many eccentricities)	a mental case	2	case	a fact or assertion offered as evidence that something is true	it was a strong argument that his hypothesis was true	4	argument	0
a person of a specified kind (usually with many eccentricities)	a mental case	2	case	an indication that makes something evident	his trembling was evidence of his fear	3	evidence	0
a person of a specified kind (usually with many eccentricities)	a mental case	2	case	a state at a particular time	a condition ( or state ) of disrepair	1	condition	0
an attempt to get you to do something foolish or imprudent	that offer was a dirty trick	5	trick	any clever maneuver	he would stoop to any device to win a point	5	device	0
a cunning or deceitful action or device	he played a trick on me	3	trick	activity that transgresses moral or civil law	he denied any wrongdoing	3	wrongdoing	0
the visual appearance of something or someone	the delicate cast of his features	2	cast	the spatial arrangement of something as distinct from its substance	geometry is the mathematical science of shape	6	shape	0
the distinctive form in which a thing is made	pottery of this cast was found throughout the region	3	cast	an essential and distinguishing attribute of something or someone	the quality of mercy is not strained "-- shakespeare	1	quality	0
the physical object that is the product of a newspaper publisher	when it began to rain he covered his head with a newspaper	11	newspaper	the tangible substance that goes into the makeup of a physical object	coal is a hard black material	5	material	0
cheap paper made from wood pulp and used for printing newspapers	they used bales of newspaper every day	4	newspaper	an artifact that has been created by someone or some process	they improve their product every year	3	product	0
a condition or position in which you find yourself	found herself in a very fortunate situation	6	situation	a condition or state of affairs almost beyond one's ability to deal with and requiring great effort to bear or overcome	grappling with financial difficulties	3	difficulty	0
a condition or position in which you find yourself	the unpleasant situation ( or position ) of having to choose between two evils	2	situation	a condition or state of affairs almost beyond one's ability to deal with and requiring great effort to bear or overcome	grappling with financial difficulties	3	difficulty	0
structure consisting of an artificial heap or bank usually of earth or stones	they built small mounds to hide behind	3	mound	normal or customary activity of a person in a particular social setting	what is your role on the team ?	3	role	0
structure consisting of an artificial heap or bank usually of earth or stones	they built small mounds to hide behind	3	mound	(in team sports) the role assigned to an individual player	what position does he play ?	1	position	0
the position on a baseball team of the player who throws the ball for a batter to try to hit	they have a southpaw on the mound	6	mound	a thing constructed; a complex entity constructed of many parts	the structure consisted of a series of arches	1	structure	0
the blank space that surrounds the text on a page	he jotted a note in the margin	6	margin	the relative magnitude of something with reference to a criterion	an adequate amount of food for four people	2	amount	0
an amount beyond the minimum necessary	the margin of victory	1	margin	a blank area	write your name in the space provided	5	space	0
an amount beyond the minimum necessary	the margin of victory	1	margin	the extent of a 2-dimensional surface enclosed within a boundary	it was about 500 square feet in area	7	area	0
an amount beyond the minimum necessary	the margin of victory	1	margin	the extent of a 2-dimensional surface enclosed within a boundary	the area of a rectangle	1	area	0
difficulty that causes worry or emotional tension	she endured the stresses and strains of life	5	strain	(biology) a taxonomic category consisting of members of a species that differ from others of the same species in minor but heritable characteristics	varieties are frequently recognized in botany	0	variety	0
a special variety of domesticated animals within a species	he created a new strain of sheep	4	strain	a condition or state of affairs almost beyond one's ability to deal with and requiring great effort to bear or overcome	grappling with financial difficulties	3	difficulty	0
a special variety of domesticated animals within a species	he created a new strain of sheep	4	strain	a state at a particular time	a condition ( or state ) of disrepair	1	condition	0
a close affectionate and protective acceptance	his willing embrace of new ideas	2	embrace	the general state of things; the combination of circumstances at a given time	the present international situation is dangerous	3	situation	0
a close affectionate and protective acceptance	his willing embrace of new ideas	2	embrace	the general state of things; the combination of circumstances at a given time	eternal truths will be neither true nor eternal unless they have fresh meaning for every new social situation "- franklin d . roosevelt	17	situation	0
the state of taking in or encircling	an island in the embrace of the sea	4	embrace	the formal act of approving	he gave the project his blessing	5	blessing	0
the state of taking in or encircling	an island in the embrace of the sea	4	embrace	the act of accepting with approval; favorable reception	its adoption by society	1	adoption	0
any area set aside for a particular purpose	the president was concerned about the property across from the white house	6	property	the content of cognition; the main thing you are thinking about	it was not a good idea	5	idea	0
a construct whereby objects or individuals can be distinguished	self - confidence is not an endearing property	7	property	a large indefinite location on the surface of the Earth	penguins inhabit the polar regions	4	region	0
a state of being essentially equal or equivalent; equally balanced	on a par with the best	2	par	a number that expresses the accomplishment of a team or an individual in a game or contest	the score was 7 to 0	1	score	0
a state of being essentially equal or equivalent; equally balanced	on a par with the best	2	par	a concept of quantity involving zero and units	every number has a unique position in the sequence	1	number	0
(golf) the standard number of strokes set for each hole on a golf course, or for the entire course	a par - 5 hole	1	par	the relative position or standing of things or especially persons in a society	the novel attained the status of a classic	4	status	0
(golf) the standard number of strokes set for each hole on a golf course, or for the entire course	par for this course is 72	0	par	the way something is with respect to its main attributes	his state of health	1	state	0
(golf) the standard number of strokes set for each hole on a golf course, or for the entire course	par for this course is 72	0	par	the way something is with respect to its main attributes	in a weak financial state	4	state	0
(golf) the standard number of strokes set for each hole on a golf course, or for the entire course	a par - 5 hole	1	par	the relative position or standing of things or especially persons in a society	he had the status of a minor	3	status	0
(golf) the standard number of strokes set for each hole on a golf course, or for the entire course	a par - 5 hole	1	par	the way something is with respect to its main attributes	the current state of knowledge	2	state	0
(golf) the standard number of strokes set for each hole on a golf course, or for the entire course	a par - 5 hole	1	par	the way something is with respect to its main attributes	in a weak financial state	4	state	0
(golf) the standard number of strokes set for each hole on a golf course, or for the entire course	par for this course is 72	0	par	the relative position or standing of things or especially persons in a society	the novel attained the status of a classic	4	status	0
(golf) the standard number of strokes set for each hole on a golf course, or for the entire course	a par - 5 hole	1	par	the way something is with respect to its main attributes	his state of health	1	state	0
(golf) the standard number of strokes set for each hole on a golf course, or for the entire course	par for this course is 72	0	par	the relative position or standing of things or especially persons in a society	he had the status of a minor	3	status	0
(golf) the standard number of strokes set for each hole on a golf course, or for the entire course	par for this course is 72	0	par	the way something is with respect to its main attributes	the current state of knowledge	2	state	0
a light or nimble tread	he heard the trip of women ' s feet overhead	3	trip	a wrong action attributable to bad judgment or ignorance or inattention	he made a bad mistake	4	mistake	0
an unintentional but embarrassing blunder	he arranged his robes to avoid a trip - up later	7	trip	the act of changing location by raising the foot and setting it down	he walked with unsteady steps	4	step	0
an unintentional but embarrassing blunder	he recited the whole poem without a single trip	8	trip	the act of changing location by raising the foot and setting it down	he walked with unsteady steps	4	step	0
an unintentional but embarrassing blunder	he arranged his robes to avoid a trip - up later	7	trip	the act of going from one place to another	he enjoyed selling but he hated the travel	7	travel	0
an unintentional but embarrassing blunder	he recited the whole poem without a single trip	8	trip	the act of going from one place to another	he enjoyed selling but he hated the travel	7	travel	0
a journey for some purpose (usually including the return)	he took a trip to the shopping center	3	trip	a wrong action attributable to bad judgment or ignorance or inattention	he made a bad mistake	4	mistake	0
a journey for some purpose (usually including the return)	he took a trip to the shopping center	3	trip	the act of changing location by raising the foot and setting it down	he walked with unsteady steps	4	step	0
a highly developed state of perfection; having a flawless or impeccable quality	almost an inspiration which gives to all work that finish which is almost art "-- joseph conrad	9	finish	the act of ending something	the termination of the agreement	1	termination	0
a highly developed state of perfection; having a flawless or impeccable quality	almost an inspiration which gives to all work that finish which is almost art "-- joseph conrad	9	finish	the sensation that results when taste buds in the tongue and throat convey information about the chemical composition of a soluble stimulus	the candy left him with a bad taste	7	taste	0
a highly developed state of perfection; having a flawless or impeccable quality	almost an inspiration which gives to all work that finish which is almost art "-- joseph conrad	9	finish	either extremity of something that has length	she knotted the end of the thread	3	end	0
a highly developed state of perfection; having a flawless or impeccable quality	almost an inspiration which gives to all work that finish which is almost art "-- joseph conrad	9	finish	the sensation that results when taste buds in the tongue and throat convey information about the chemical composition of a soluble stimulus	the melon had a delicious taste	5	taste	0
a highly developed state of perfection; having a flawless or impeccable quality	almost an inspiration which gives to all work that finish which is almost art "-- joseph conrad	9	finish	an instant of time	at that point i had to leave	2	point	0
a highly developed state of perfection; having a flawless or impeccable quality	almost an inspiration which gives to all work that finish which is almost art "-- joseph conrad	9	finish	an unelaborated elementary awareness of stimulation	a sensation of touch	1	sensation	0
a highly developed state of perfection; having a flawless or impeccable quality	almost an inspiration which gives to all work that finish which is almost art "-- joseph conrad	9	finish	an event that does not accomplish its intended purpose	the surprise party was a complete failure	6	failure	0
a highly developed state of perfection; having a flawless or impeccable quality	almost an inspiration which gives to all work that finish which is almost art "-- joseph conrad	9	finish	either extremity of something that has length	they rode to the end of the line	4	end	0
a highly developed state of perfection; having a flawless or impeccable quality	almost an inspiration which gives to all work that finish which is almost art "-- joseph conrad	9	finish	the point in time at which something ends	the end of the year	1	end	0
a highly developed state of perfection; having a flawless or impeccable quality	almost an inspiration which gives to all work that finish which is almost art "-- joseph conrad	9	finish	either extremity of something that has length	the end of the pier	1	end	0
(wine tasting) the taste of a wine on the back of the tongue (as it is swallowed)	the wine has a nutty flavor and a pleasant finish	9	finish	the act of ending something	the termination of the agreement	1	termination	0
(wine tasting) the taste of a wine on the back of the tongue (as it is swallowed)	the wine has a nutty flavor and a pleasant finish	9	finish	either extremity of something that has length	the end of the pier	1	end	0
(wine tasting) the taste of a wine on the back of the tongue (as it is swallowed)	the wine has a nutty flavor and a pleasant finish	9	finish	either extremity of something that has length	she knotted the end of the thread	3	end	0
(wine tasting) the taste of a wine on the back of the tongue (as it is swallowed)	the wine has a nutty flavor and a pleasant finish	9	finish	an instant of time	at that point i had to leave	2	point	0
(wine tasting) the taste of a wine on the back of the tongue (as it is swallowed)	the wine has a nutty flavor and a pleasant finish	9	finish	the way something is with respect to its main attributes	the current state of knowledge	2	state	0
(wine tasting) the taste of a wine on the back of the tongue (as it is swallowed)	the wine has a nutty flavor and a pleasant finish	9	finish	the point in time at which something ends	the end of the year	1	end	0
(wine tasting) the taste of a wine on the back of the tongue (as it is swallowed)	the wine has a nutty flavor and a pleasant finish	9	finish	an event that does not accomplish its intended purpose	the surprise party was a complete failure	6	failure	0
(wine tasting) the taste of a wine on the back of the tongue (as it is swallowed)	the wine has a nutty flavor and a pleasant finish	9	finish	either extremity of something that has length	they rode to the end of the line	4	end	0
(wine tasting) the taste of a wine on the back of the tongue (as it is swallowed)	the wine has a nutty flavor and a pleasant finish	9	finish	the way something is with respect to its main attributes	in a weak financial state	4	state	0
(wine tasting) the taste of a wine on the back of the tongue (as it is swallowed)	the wine has a nutty flavor and a pleasant finish	9	finish	the way something is with respect to its main attributes	his state of health	1	state	0
the act of finishing	his best finish in a major tournament was third	2	finish	an instant of time	at that point i had to leave	2	point	0
the act of finishing	his best finish in a major tournament was third	2	finish	the sensation that results when taste buds in the tongue and throat convey information about the chemical composition of a soluble stimulus	the candy left him with a bad taste	7	taste	0
the act of finishing	his best finish in a major tournament was third	2	finish	either extremity of something that has length	the end of the pier	1	end	0
the act of finishing	his best finish in a major tournament was third	2	finish	either extremity of something that has length	she knotted the end of the thread	3	end	0
the act of finishing	his best finish in a major tournament was third	2	finish	an unelaborated elementary awareness of stimulation	a sensation of touch	1	sensation	0
the act of finishing	his best finish in a major tournament was third	2	finish	the point in time at which something ends	the end of the year	1	end	0
the act of finishing	his best finish in a major tournament was third	2	finish	the way something is with respect to its main attributes	the current state of knowledge	2	state	0
the act of finishing	his best finish in a major tournament was third	2	finish	the way something is with respect to its main attributes	in a weak financial state	4	state	0
the act of finishing	his best finish in a major tournament was third	2	finish	the sensation that results when taste buds in the tongue and throat convey information about the chemical composition of a soluble stimulus	the melon had a delicious taste	5	taste	0
the act of finishing	his best finish in a major tournament was third	2	finish	either extremity of something that has length	they rode to the end of the line	4	end	0
the act of finishing	his best finish in a major tournament was third	2	finish	the way something is with respect to its main attributes	his state of health	1	state	0
the act of finishing	his best finish in a major tournament was third	2	finish	an event that does not accomplish its intended purpose	the surprise party was a complete failure	6	failure	0
the temporal end; the concluding time	the market was up at the finish	6	finish	the sensation that results when taste buds in the tongue and throat convey information about the chemical composition of a soluble stimulus	the candy left him with a bad taste	7	taste	0
the temporal end; the concluding time	the market was up at the finish	6	finish	the way something is with respect to its main attributes	in a weak financial state	4	state	0
the temporal end; the concluding time	the market was up at the finish	6	finish	the way something is with respect to its main attributes	his state of health	1	state	0
the temporal end; the concluding time	the market was up at the finish	6	finish	an event that does not accomplish its intended purpose	the surprise party was a complete failure	6	failure	0
the temporal end; the concluding time	the market was up at the finish	6	finish	an unelaborated elementary awareness of stimulation	a sensation of touch	1	sensation	0
the temporal end; the concluding time	the market was up at the finish	6	finish	the way something is with respect to its main attributes	the current state of knowledge	2	state	0
the temporal end; the concluding time	the market was up at the finish	6	finish	the sensation that results when taste buds in the tongue and throat convey information about the chemical composition of a soluble stimulus	the melon had a delicious taste	5	taste	0
the temporal end; the concluding time	the market was up at the finish	6	finish	the act of ending something	the termination of the agreement	1	termination	0
the downfall of someone (as of persons on one side of a conflict)	booze will be the finish of him	4	finish	the way something is with respect to its main attributes	in a weak financial state	4	state	0
the downfall of someone (as of persons on one side of a conflict)	it was a fight to the finish	6	finish	the way something is with respect to its main attributes	in a weak financial state	4	state	0
the downfall of someone (as of persons on one side of a conflict)	it was a fight to the finish	6	finish	either extremity of something that has length	they rode to the end of the line	4	end	0
the downfall of someone (as of persons on one side of a conflict)	it was a fight to the finish	6	finish	either extremity of something that has length	the end of the pier	1	end	0
the downfall of someone (as of persons on one side of a conflict)	it was a fight to the finish	6	finish	the sensation that results when taste buds in the tongue and throat convey information about the chemical composition of a soluble stimulus	the melon had a delicious taste	5	taste	0
the downfall of someone (as of persons on one side of a conflict)	it was a fight to the finish	6	finish	the act of ending something	the termination of the agreement	1	termination	0
the downfall of someone (as of persons on one side of a conflict)	it was a fight to the finish	6	finish	an unelaborated elementary awareness of stimulation	a sensation of touch	1	sensation	0
the downfall of someone (as of persons on one side of a conflict)	booze will be the finish of him	4	finish	the sensation that results when taste buds in the tongue and throat convey information about the chemical composition of a soluble stimulus	the melon had a delicious taste	5	taste	0
the downfall of someone (as of persons on one side of a conflict)	booze will be the finish of him	4	finish	the point in time at which something ends	the end of the year	1	end	0
the downfall of someone (as of persons on one side of a conflict)	booze will be the finish of him	4	finish	an instant of time	at that point i had to leave	2	point	0
the downfall of someone (as of persons on one side of a conflict)	booze will be the finish of him	4	finish	either extremity of something that has length	they rode to the end of the line	4	end	0
the downfall of someone (as of persons on one side of a conflict)	booze will be the finish of him	4	finish	the way something is with respect to its main attributes	the current state of knowledge	2	state	0
the downfall of someone (as of persons on one side of a conflict)	it was a fight to the finish	6	finish	an instant of time	at that point i had to leave	2	point	0
the downfall of someone (as of persons on one side of a conflict)	booze will be the finish of him	4	finish	the way something is with respect to its main attributes	his state of health	1	state	0
the downfall of someone (as of persons on one side of a conflict)	it was a fight to the finish	6	finish	the point in time at which something ends	the end of the year	1	end	0
the downfall of someone (as of persons on one side of a conflict)	booze will be the finish of him	4	finish	either extremity of something that has length	she knotted the end of the thread	3	end	0
the downfall of someone (as of persons on one side of a conflict)	booze will be the finish of him	4	finish	the sensation that results when taste buds in the tongue and throat convey information about the chemical composition of a soluble stimulus	the candy left him with a bad taste	7	taste	0
the downfall of someone (as of persons on one side of a conflict)	booze will be the finish of him	4	finish	either extremity of something that has length	the end of the pier	1	end	0
the downfall of someone (as of persons on one side of a conflict)	booze will be the finish of him	4	finish	the act of ending something	the termination of the agreement	1	termination	0
the downfall of someone (as of persons on one side of a conflict)	booze will be the finish of him	4	finish	an unelaborated elementary awareness of stimulation	a sensation of touch	1	sensation	0
the downfall of someone (as of persons on one side of a conflict)	it was a fight to the finish	6	finish	the way something is with respect to its main attributes	his state of health	1	state	0
the downfall of someone (as of persons on one side of a conflict)	it was a fight to the finish	6	finish	the way something is with respect to its main attributes	the current state of knowledge	2	state	0
the downfall of someone (as of persons on one side of a conflict)	it was a fight to the finish	6	finish	the sensation that results when taste buds in the tongue and throat convey information about the chemical composition of a soluble stimulus	the candy left him with a bad taste	7	taste	0
the downfall of someone (as of persons on one side of a conflict)	it was a fight to the finish	6	finish	either extremity of something that has length	she knotted the end of the thread	3	end	0
the place designated as the end (as of a race or journey)	a crowd assembled at the finish	5	finish	the act of ending something	the termination of the agreement	1	termination	0
the place designated as the end (as of a race or journey)	a crowd assembled at the finish	5	finish	the sensation that results when taste buds in the tongue and throat convey information about the chemical composition of a soluble stimulus	the melon had a delicious taste	5	taste	0
the place designated as the end (as of a race or journey)	a crowd assembled at the finish	5	finish	an instant of time	at that point i had to leave	2	point	0
the place designated as the end (as of a race or journey)	a crowd assembled at the finish	5	finish	the way something is with respect to its main attributes	his state of health	1	state	0
the place designated as the end (as of a race or journey)	a crowd assembled at the finish	5	finish	the way something is with respect to its main attributes	in a weak financial state	4	state	0
the place designated as the end (as of a race or journey)	a crowd assembled at the finish	5	finish	an event that does not accomplish its intended purpose	the surprise party was a complete failure	6	failure	0
the place designated as the end (as of a race or journey)	a crowd assembled at the finish	5	finish	the sensation that results when taste buds in the tongue and throat convey information about the chemical composition of a soluble stimulus	the candy left him with a bad taste	7	taste	0
the place designated as the end (as of a race or journey)	a crowd assembled at the finish	5	finish	an unelaborated elementary awareness of stimulation	a sensation of touch	1	sensation	0
the place designated as the end (as of a race or journey)	a crowd assembled at the finish	5	finish	the way something is with respect to its main attributes	the current state of knowledge	2	state	0
an activity that diverts or amuses or stimulates	scuba diving is provided as a diversion for tourists	6	diversion	the act of changing or reversing the direction of the course	he took a turn to the right	3	turn	0
a turning aside (of your course or attention or concern)	a diversion from the main highway	1	diversion	any specific behavior	they avoided all recreational activity	4	activity	0
assistance in time of difficulty	the contributions provided some relief for the victims	4	relief	a state at a particular time	a condition ( or state ) of disrepair	1	condition	0
assistance in time of difficulty	the contributions provided some relief for the victims	4	relief	a fundamental feeling that is hard to define but that people desire to experience	he was tingling with pleasure	4	pleasure	0
assistance in time of difficulty	the contributions provided some relief for the victims	4	relief	a state of being relaxed and feeling no pain	he is a man who enjoys his comfort	7	comfort	0
the feeling that comes when something burdensome is removed or reduced	as he heard the news he was suddenly flooded with relief	10	relief	a state at a particular time	a condition ( or state ) of disrepair	1	condition	0
the feeling that comes when something burdensome is removed or reduced	as he heard the news he was suddenly flooded with relief	10	relief	the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose	rescue party went to their aid	5	aid	0
the feeling that comes when something burdensome is removed or reduced	as he heard the news he was suddenly flooded with relief	10	relief	any specific behavior	they avoided all recreational activity	4	activity	0
